frequency,word,reading,reading_segments,meaning_en,meaning_en_custom,part,frequency_band,age_band,grade
1839,意外,いがい,意:い | 外:がい,Unexpected | Surprising,unexpected | surprising,adverb | noun | な adjective,,,3
1840,容疑,ようぎ,容:よう | 疑:ぎ,Suspicion | Charge,suspicion | charge,noun,,,6
1841,明治,めいじ,明:めい | 治:じ,Meiji Era | Meiji Emperor | Meiji,meiji Era | meiji Emperor | meiji,noun,,,4
1842,命令,めいれい,命:めい | 令:れい,Order | Command,order | command,noun | verbal noun,3000.0,9.0,4
1843,向こう,むこう,向:む | こう,Over There | Over That Way | Other Side,over There | over That Way | other Side,noun,,,3
1844,根本,こんぽん,根:こん | 本:ぽん,Root | Basis | Foundation,root | basis | foundation,noun | の adjective,3000.0,3.0,3
1847,時々,ときどき,,Sometimes | At Times,sometimes | at Times,adverb | noun | の adjective,,,2
1848,指,ゆび,指:ゆび,Finger | Toe,finger | toe,noun,3000.0,,3
1849,依存,いぞん,,Dependence | Reliance,dependence | reliance,noun | verbal noun,,,9
1850,医学,いがく,医:い | 学:がく,Medical Science | Medicine,medical Science | medicine,noun,3000.0,3.0,3
1853,刺激,しげき,,Stimulation | Encourage | Excite,stimulation | encourage | excite,noun | verbal noun,,,9
1857,短い,みじかい,短:みじか | い,Short | Brief,short | brief,い adjective,3000.0,,3
1859,名古屋,なごや,名:な | 古:ご | 屋:や,Nagoya,nagoya,proper noun,3000.0,3.0,3
1864,笑い,わらい,笑:わら | い,A Laugh | Laugh,a Laugh | laugh,noun,,,4
1866,上げる,あげる,上:あ | げる,To Lift Something | To Raise Something | To Increase Something,lift Something | raise Something | increase Something,transitive verb | ichidan verb,1000.0,,1
1868,印刷,いんさつ,印:いん | 刷:さつ,Printing,printing,noun | verbal noun,,,4
1873,規則,きそく,規:き | 則:そく,Rule | Regulation,rule | regulation,noun,,,5
1876,奥,おく,,Far Back | In The Back,far Back | in The Back,independent noun,,,9
1880,住む,すむ,住:す | む,To Live | To Dwell | To Reside,live | dwell | reside,intransitive verb | godan verb,1000.0,,3
1881,歩く,あるく,歩:ある | く,To Walk,walk,intransitive verb | godan verb,1000.0,,2
1883,習慣,しゅうかん,習:しゅう | 慣:かん,Custom | Habit,custom | habit,noun | の adjective,,,5
1887,模様,もよう,模:も | 様:よう,Pattern,pattern,noun,3000.0,9.0,6
1888,日曜日,にちようび,日:にち | 曜:よう | 日:び,Sunday,sunday,noun,3000.0,2.0,2
1890,速度,そくど,速:そく | 度:ど,Speed,speed,noun,3000.0,3.0,3
1897,混乱,こんらん,混:こん | 乱:らん,Confusion | Disorder | Chaos,confusion | disorder | chaos,noun | verbal noun,,,6
1898,医者,いしゃ,医:い | 者:しゃ,Doctor | Physician,doctor | physician,noun,,,3
1899,自殺,じさつ,自:じ | 殺:さつ,Suicide,suicide,noun | verbal noun,,,5
1900,当たり,あたり,当:あ | たり,A Success | Success | Hit | Guess,a Success | success | hit | guess,noun,,,2
1901,都合,つごう,都:つ | 合:ごう,One's Convenience | Circumstances,one's Convenience | circumstances,adverb | noun,3000.0,3.0,3
1902,幸い,さいわい,幸:さいわ | い,Happiness | Luck | Fortune,happiness | luck | fortune,adverb | noun | な adjective,3000.0,,3
1904,概要,がいよう,,Outline | Summary,outline | summary,noun,,,9
1905,温泉,おんせん,温:おん | 泉:せん,Hot Springs | Onsen,hot Springs | onsen,noun,3000.0,9.0,6
1906,神様,かみさま,神:かみ | 様:さま,God | Gods,god | gods,noun | proper noun,,,3
1907,漢字,かんじ,漢:かん | 字:じ,Kanji | Chinese Letters | Chinese Characters,kanji | chinese Letters | chinese Characters,noun,,,3
1910,ご飯,ごはん,ご | 飯:はん,Meal | Cooked Rice,meal | cooked Rice,noun,,,4
1911,賛成,さんせい,賛:さん | 成:せい,Agreement | Approval | Support,agreement | approval | support,noun | verbal noun | の adjective,,,5
1913,決める,きめる,決:き | める,To Decide,decide,transitive verb | ichidan verb,1000.0,,3
1914,緑,みどり,緑:みどり,Green,green,noun,3000.0,,3
1920,城,しろ,城:しろ,Castle,castle,noun,,,4
1921,筋,すじ,筋:すじ,Tendon | Sinew,tendon | sinew,noun,,,6
1922,天皇,てんのう,天:てん | 皇:のう,Emperor Of Japan | Emperor,emperor Of Japan | emperor,noun,3000.0,9.0,6
1924,痛み,いたみ,痛:いた | み,A Pain | Pain,a Pain | pain,noun,,,6
1926,死ぬ,しぬ,死:し | ぬ,To Die,die,intransitive verb | godan verb,1000.0,,3
1927,容易,ようい,容:よう | 易:い,Ease | Easily | Easy | Simple,ease | easily | easy | simple,noun | な adjective,,,5
1929,録音,ろくおん,録:ろく | 音:おん,Sound Recording | Audio Recording,sound Recording | audio Recording,noun | verbal noun,3000.0,9.0,4
1930,運,うん,運:うん,Luck,luck,noun,3000.0,,3
1931,走る,はしる,走:はし | る,To Run,run,intransitive verb | godan verb,1000.0,,2
1933,必須,ひっす,,Indispensable | Required | Essential,indispensable | required | essential,noun | な adjective | の adjective,,,9
1935,林,はやし,林:はやし,Forest | Grove,forest | grove,noun,3000.0,,1
1941,嘘,うそ,,Lie,lie,noun | の adjective,,,9
1943,想定,そうてい,想:そう | 定:てい,Assumption | Expectation,assumption | expectation,noun | verbal noun,3000.0,3.0,3
1945,手続き,てつづき,手:て | 続:つづ | き,Procedure | Formalities | Process,procedure | formalities | process,noun | verbal noun,,,4
1946,眺め,ながめ,,View | Scene | Prospect,view | scene | prospect,noun,,,9
1947,要請,ようせい,,Demand | Request,demand | request,noun | verbal noun,,,9
1948,楽器,がっき,楽:がっ | 器:き,Musical Instrument,musical Instrument,noun | の adjective,,,4
1949,詩,し,詩:し,Poem,poem,noun,3000.0,,3
1951,廃止,はいし,,Abolition,abolition,noun | verbal noun | の adjective,3000.0,9.0,9
1952,詳しい,くわしい,,Detailed | Expert,detailed | expert,い adjective,,,9
1953,魂,たましい,,Soul,soul,noun,,,9
1954,綺麗,きれい,,Pretty | Beautiful | Clean,pretty | beautiful | clean,な adjective,,,9
1955,今月,こんげつ,今:こん | 月:げつ,This Month | Current Month,this Month | current Month,noun,3000.0,2.0,2
1957,各地,かくち,各:かく | 地:ち,Each Area | Various Areas,each Area | various Areas,noun | の adjective,,,4
1958,従業,じゅうぎょう,従:じゅう | 業:ぎょう,Engaging In Work | Working | Employment,engaging In Work | working | employment,noun | verbal noun,,,6
1962,合計,ごうけい,合:ごう | 計:けい,Total | Sum,total | sum,noun | verbal noun,,,2
1963,伝える,つたえる,伝:つた | える,To Convey | To Tell | To Pass Down | To Transmit,convey | tell | pass Down | transmit,transitive verb | ichidan verb,,,4
1964,怒り,いかり,,Anger | Wrath,anger | wrath,noun,,,9
1965,香り,かおり,香:かお | り,Fragrance | Aroma,fragrance | aroma,noun,,,4
1970,恐れ,おそれ,,Fear | Horror | Anxiety | Concern | Uneasiness | Dread,fear | horror | anxiety | concern | uneasiness | dread,noun,,,9
1971,思い出,おもいで,思:おも | い | 出:で,A Memory | Memories | Memory,a Memory | memories | memory,noun,,,2
1972,恐怖,きょうふ,,Terror | Fear,terror | fear,noun | verbal noun,,,9
1974,主人,しゅじん,主:しゅ | 人:じん,Head Of Household | Husband | Master,head Of Household | husband | master,noun | の adjective,,,3
1975,支払い,しはらい,,Payment,payment,noun,,,9
1976,一瞬,いっしゅん,,An Instant | A Moment,an Instant | a Moment,noun,,,9
1977,老人,ろうじん,老:ろう | 人:じん,Old Person | Elderly Person,old Person | elderly Person,noun | の adjective,,,4
1978,頁,ぺーじ,,Page,page,counter | noun,,,9
1980,早速,さっそく,早:さっ | 速:そく,At Once | Immediately | Without Delay | Right Away | Right Now,at Once | immediately | without Delay | right Away | right Now,adverb,3000.0,3.0,3
1981,関西,かんさい,関:かん | 西:さい,Kansai,kansai,proper noun,3000.0,9.0,4
1983,時計,とけい,時:と | 計:けい,Watch | Clock,watch | clock,noun,,,2
1984,割合,わりあい,割:わり | 合:あい,Ratio | Percentage | Comparatively | Fairly,ratio | percentage | comparatively | fairly,adverb | noun,,,6
1985,認める,みとめる,認:みと | める,To Acknowledge | To Recognize | To Perceive | To Admit | To Approve,acknowledge | recognize | perceive | admit | approve,transitive verb | ichidan verb,,,6
1988,徹底,てってい,,Thoroughness | Completeness,thoroughness | completeness,noun | verbal noun,,,9
1990,穴,あな,穴:あな,Hole,hole,noun | suffix,,,6
1991,板,いた,板:いた,Board | Plank | Slab | Plate,board | plank | slab | plate,noun,3000.0,,3
1993,動く,うごく,動:うご | く,To Move | To Function,move | function,intransitive verb | godan verb,1000.0,,3
1994,入学,にゅうがく,入:にゅう | 学:がく,School Admission | University Admission | Entry Into School | Enrollment,school Admission | university Admission | entry Into School | enrollment,noun | verbal noun,,,1
1995,週末,しゅうまつ,週:しゅう | 末:まつ,Weekend,weekend,noun,,,4
1996,殺人,さつじん,殺:さつ | 人:じん,Murder,murder,noun | の adjective,,,5
1999,掃除,そうじ,,Cleaning,cleaning,noun | verbal noun,,,9
2000,葉,は,葉:は,Leaf | Leaves,leaf | leaves,noun,3000.0,,3
2006,昼,ひる,昼:ひる,Noon | Lunch,noon | lunch,noun,3000.0,,2
2007,使い方,つかいかた,使:つか | い | 方:かた,How To Use | Way Of Using,how To Use | way Of Using,noun,3000.0,3.0,3
2010,源,みなもと,源:みなもと,Origin | Source | Ground Spring,origin | source | ground Spring,noun,,,6
2011,店舗,てんぽ,,Shop | Store | Shop Counter | Store Counter,shop | store | shop Counter | store Counter,counter | noun,3000.0,9.0,9
2016,回転,かいてん,回:かい | 転:てん,Revolve | Rotate | Rotation,revolve | rotate | rotation,noun | verbal noun,,,3
2018,犠牲,ぎせい,,Victim | Sacrifice | Scapegoat,victim | sacrifice | scapegoat,noun,,,9
2019,暴力,ぼうりょく,暴:ぼう | 力:りょく,Violence | Force,violence | force,noun,,,5
2020,細胞,さいぼう,,Cell | Biological Cell,cell | biological Cell,noun | の adjective,3000.0,9.0,9
2022,痛い,いたい,痛:いた | い,Painful | Sore,painful | sore,い adjective,,,6
2023,面倒,めんどう,,Trouble | Difficulty,trouble | difficulty,noun | な adjective,3000.0,9.0,9
2027,戦闘,せんとう,,Battle | Combat,battle | combat,noun | verbal noun | の adjective,,,9
2028,楽しむ,たのしむ,楽:たの | しむ,To Enjoy Something | To Have Fun,enjoy Something | have Fun,godan verb | transitive verb,1000.0,,2
2029,困る,こまる,困:こま | る,To Be Distressed | To Be Troubled | To Be Perplexed | To Be Annoyed,be Distressed | be Troubled | be Perplexed | be Annoyed,intransitive verb | godan verb,,,6
2030,聖書,せいしょ,聖:せい | 書:しょ,Bible,bible,noun | の adjective,,,6
2036,成績,せいせき,成:せい | 績:せき,Grades | Ranking,grades | ranking,noun,,,5
2037,お茶,おちゃ,お | 茶:ちゃ,Tea,tea,noun,3000.0,,2
2038,勝負,しょうぶ,勝:しょう | 負:ぶ,Match | Showdown | A Gamble,match | showdown | a Gamble,noun | verbal noun,3000.0,3.0,3
2040,翌日,よくじつ,翌:よく | 日:じつ,The Next Day | Next Day | The Following Day,the Next Day | next Day | the Following Day,noun,,,6
2042,票,ひょう,票:ひょう,Ballot | A Vote,ballot | a Vote,counter | noun,,,4
2045,左右,さゆう,左:さ | 右:ゆう,Left And Right | Both Ways | Influence | Control,left And Right | both Ways | influence | control,noun | verbal noun,3000.0,1.0,1
2046,進める,すすめる,進:すす | める,To Advance Something | To Move Something Forward,advance Something | move Something Forward,transitive verb | ichidan verb,1000.0,,3
2048,所属,しょぞく,所:しょ | 属:ぞく,Affiliation | Belong To,affiliation | belong To,noun | verbal noun | の adjective,,,5
2050,千葉,ちば,千:ち | 葉:ば,Chiba,chiba,proper noun,3000.0,3.0,3
2052,弾,たま,,Bullet | Shell | Pellet,bullet | shell | pellet,noun,,,9
2056,帯,おび,帯:おび,Obi | Belt,obi | belt,noun,,,4
2057,至る,いたる,至:いた | る,To Arrive At,arrive At,intransitive verb | godan verb,,,6
2060,基盤,きばん,,Base | Basis | Foundation,base | basis | foundation,noun,,,9
2062,応募,おうぼ,,Application,application,noun | verbal noun,,,9
2064,枠,わく,,Frame | Limit,frame | limit,noun | suffix,,,9
2067,道具,どうぐ,道:どう | 具:ぐ,Tool,tool,noun,3000.0,3.0,3
2068,刑事,けいじ,,Police Detective | Detective,police Detective | detective,noun,,,9
2069,勢い,いきおい,勢:いきお | い,Force | Momentum,force | momentum,adverb | noun,,,5
2070,対立,たいりつ,対:たい | 立:りつ,Conflict | Confrontation | Opposition,conflict | confrontation | opposition,noun | verbal noun,,,3
2071,散歩,さんぽ,散:さん | 歩:ぽ,A Stroll | A Walk,a Stroll | a Walk,noun | verbal noun,3000.0,9.0,4
2072,症状,しょうじょう,,Symptom,symptom,noun | の adjective,,,9
2073,入院,にゅういん,入:にゅう | 院:いん,Hospitalization | Hospital Admission,hospitalization | hospital Admission,noun | verbal noun,3000.0,3.0,3
2078,広島,ひろしま,広:ひろ | 島:しま,Hiroshima,hiroshima,proper noun,3000.0,3.0,3
2081,列,れつ,列:れつ,Line | Queue | Row | Column,line | queue | row | column,independent noun,3000.0,,3
2082,腹,はら,腹:はら,Belly | Abdomen | Stomach,belly | abdomen | stomach,noun,,,6
2084,玉,たま,玉:たま,Ball,ball,noun,3000.0,,1
2085,送る,おくる,送:おく | る,To Send Something | To Escort Someone,send Something | escort Someone,transitive verb | godan verb,1000.0,,3
2088,合う,あう,合:あ | う,To Suit | To Come Together | To Meet | To Match,suit | come Together | meet | match,intransitive verb | godan verb,1000.0,,2
2089,銘柄,めいがら,,Brand | Make,brand | make,noun,,,9
2090,数学,すうがく,数:すう | 学:がく,Mathematics | Math | Maths,mathematics | math | maths,noun,3000.0,2.0,2
2091,土曜日,どようび,土:ど | 曜:よう | 日:び,Saturday,saturday,noun,3000.0,2.0,2
2093,承認,しょうにん,承:しょう | 認:にん,Approval | Recognition | Agreement,approval | recognition | agreement,noun | verbal noun,,,6
2095,侵害,しんがい,,Infringement | Violation,infringement | violation,noun | verbal noun,,,9
2101,腰,こし,,Waist | Lower Back,waist | lower Back,noun,,,9
2102,凄い,すごい,,Amazing | Wonderful | Terrible | Awful,amazing | wonderful | terrible | awful,い adjective,,,9
2105,次々,つぎつぎ,,One After Another | In Succession,one After Another | in Succession,adverb,3000.0,,3
2109,驚く,おどろく,,To Be Surprised | To Be Shocked,be Surprised | be Shocked,intransitive verb | godan verb,,,9
2111,重い,おもい,重:おも | い,Heavy,heavy,い adjective,3000.0,,3
2115,作戦,さくせん,作:さく | 戦:せん,Tactics | Strategy | Operation,tactics | strategy | operation,noun,,,4
2116,技,わざ,技:わざ,Technique | Art | Skill,technique | art | skill,noun,,,5
2117,指揮,しき,指:し | 揮:き,Command | Lead,command | lead,noun | verbal noun | の adjective,,,6
2118,偶然,ぐうぜん,,By Chance | Unexpectedly | Coincidence,by Chance | unexpectedly | coincidence,adverb | noun | な adjective | の adjective,,,9
2119,誤解,ごかい,誤:ご | 解:かい,Misunderstanding,misunderstanding,noun | verbal noun,,,6
2127,意志,いし,意:い | 志:し,Will | Volition,will | volition,noun,,,5
2129,置く,おく,置:お | く,To Put Down | To Set Down | To Place | To Put,put Down | set Down | place | put,godan verb,,,4
2131,高校生,こうこうせい,高:こう | 校:こう | 生:せい,High School Student | High Schooler,high School Student | high Schooler,noun,3000.0,2.0,2
2134,勇気,ゆうき,勇:ゆう | 気:き,Courage | Bravery | Valour | Valor,courage | bravery | valour | valor,noun,,,4
2138,飲む,のむ,飲:の | む,To Drink,drink,transitive verb | godan verb,1000.0,,3
2144,食べ物,たべもの,食:た | べ | 物:もの,Food,food,noun,,,3
2145,法則,ほうそく,法:ほう | 則:そく,Physical Law | Law,physical Law | law,noun,,,5
2146,作者,さくしゃ,作:さく | 者:しゃ,Author | Writer,author | writer,noun,,,3
2147,上手,じょうず,上:じょう | 手:ず,Good At | Skillful | Skilled At | Skilled,good At | skillful | skilled At | skilled,noun | な adjective,,,1
2148,文句,もんく,文:もん | 句:く,Complaint,complaint,noun,,,5
2149,馬鹿,ばか,馬:ば | 鹿:か,Idiot | Dumb | Fool | Stupid | Absurd,idiot | dumb | fool | stupid | absurd,noun | な adjective,7000.0,9.0,4
2150,失礼,しつれい,失:しつ | 礼:れい,Rude | Rudeness | Impoliteness | Excuse Me,rude | rudeness | impoliteness | excuse Me,noun | な adjective | verbal noun,7000.0,9.0,4
2151,立つ,たつ,立:た | つ,To Stand | To Stand Up | To Rise,stand | stand Up | rise,intransitive verb | godan verb,1000.0,,1
2152,博物館,はくぶつかん,博:はく | 物:ぶつ | 館:かん,Museum,museum,noun,7000.0,9.0,4
2153,神社,じんじゃ,神:じん | 社:じゃ,Shinto Shrine | Shrine,shinto Shrine | shrine,noun,7000.0,3.0,3
2154,予防,よぼう,予:よ | 防:ぼう,Prevention | Prevent,prevention | prevent,noun | verbal noun | の adjective,,,5
2161,確率,かくりつ,確:かく | 率:りつ,Probability | Likelihood | Chances,probability | likelihood | chances,noun,,,5
2164,美術館,びじゅつかん,美:び | 術:じゅつ | 館:かん,Museum | Art Museum | Art Gallery,museum | art Museum | art Gallery,noun,7000.0,9.0,5
2167,苦手,にがて,苦:にが | 手:て,Hard To Deal With | Weak Point | Poor At | Not Very Good At | Bad At,hard To Deal With | weak Point | poor At | not Very Good At | bad At,noun | な adjective,7000.0,3.0,3
2168,爆発,ばくはつ,,Explosion,explosion,noun | verbal noun,,,9
2169,欧米,おうべい,,Europe And America | Europe And USA | The West,europe And America | europe And USA | the West,noun | の adjective,7000.0,9.0,9
2170,肌,はだ,,Human Skin | Skin,human Skin | skin,noun | suffix,,,9
2171,信仰,しんこう,,Religious Faith,religious Faith,noun | verbal noun,,,9
2178,上がる,あがる,上:あ | がる,To Go Up | To Rise | To Get Higher,go Up | rise | get Higher,intransitive verb | godan verb,,,1
2179,損害,そんがい,損:そん | 害:がい,Damage | Injury,damage | injury,noun | verbal noun,,,5
2180,小学生,しょうがくせい,小:しょう | 学:がく | 生:せい,Elementary School Student | Primary School Student,elementary School Student | primary School Student,noun,,,1
2181,妹,いもうと,妹:いもうと,Younger Sister | Little Sister,younger Sister | little Sister,noun,7000.0,,2
2184,運命,うんめい,運:うん | 命:めい,Fate | Destiny,fate | destiny,noun,,,3
2185,噂,うわさ,,Rumor | Gossip,rumor | gossip,noun | verbal noun | の adjective,,,9
2192,電力,でんりょく,電:でん | 力:りょく,Electric Power | Electricity,electric Power | electricity,noun,,,2
2193,園,その,園:その,Garden,garden,noun | suffix,7000.0,,2
2195,矛盾,むじゅん,,Contradiction | Inconsistency,contradiction | inconsistency,noun | verbal noun | の adjective,,,9
2197,立派,りっぱ,立:りっ | 派:ぱ,Splendid | Admirable | Impressive,splendid | admirable | impressive,noun | な adjective,,,6
2200,大いに,おおいに,大:おお | いに,Very | Much | Greatly | A Lot Of | Very Much,very | much | greatly | a Lot Of | very Much,adverb,7000.0,,1
2201,影,かげ,,Shadow,shadow,noun,,,9
2203,象徴,しょうちょう,,Symbol,symbol,noun | verbal noun | の adjective,,,9
2208,圧力,あつりょく,圧:あつ | 力:りょく,Pressure | Stress,pressure | stress,noun,,,5
2212,風邪,かぜ,,Cold | Common Cold,cold | common Cold,noun,,,9
2214,増える,ふえる,増:ふ | える,To Increase,increase,intransitive verb | ichidan verb,,,5
2216,得意,とくい,得:とく | 意:い,Good At | Skilled At | Strong Point | Specialty | Forte,good At | skilled At | strong Point | specialty | forte,noun | な adjective | の adjective,,,5
2217,温度,おんど,温:おん | 度:ど,Temperature,temperature,noun,7000.0,3.0,3
2219,一生懸命,いっしょうけんめい,,With All One's Might | All Out,with All One's Might | all Out,noun | な adjective,,,9
2220,香港,ほんこん,,Hong Kong,hong Kong,proper noun,7000.0,9.0,4
2221,必死,ひっし,必:ひっ | 死:し,Frantic | Desperate | Certain Death | Sure Death,frantic | desperate | certain Death | sure Death,な adjective | の adjective,,,4
2222,具合,ぐあい,具:ぐ | 合:あい,Condition | State | Health,condition | state | health,noun,7000.0,3.0,3
2223,橋,はし,橋:はし,Bridge,bridge,noun,7000.0,,3
2225,作用,さよう,作:さ | 用:よう,Effect | Action | Operation,effect | action | operation,noun | verbal noun,,,2
2226,庭,にわ,庭:にわ,Garden | Yard,garden | yard,noun,7000.0,,3
2228,本物,ほんもの,本:ほん | 物:もの,Real Thing | Real Deal | Genuine Article,real Thing | real Deal | genuine Article,noun | の adjective,,,3
2230,新宿,しんじゅく,新:しん | 宿:じゅく,Shinjuku,shinjuku,proper noun,,,3
2231,延長,えんちょう,延:えん | 長:ちょう,Prolonging | Extension,prolonging | extension,noun | verbal noun,,,6
2232,観客,かんきゃく,観:かん | 客:きゃく,Audience | Spectators,audience | spectators,noun,,,4
2235,深刻,しんこく,深:しん | 刻:こく,Serious | Grave,serious | grave,noun | な adjective,,,6
2238,又,また,,Again | And Also | Or,again | and Also | or,adverb | prefix,,,9
2239,武器,ぶき,武:ぶ | 器:き,Weapon,weapon,noun,,,5
2242,荷物,にもつ,荷:に | 物:もつ,Luggage | Baggage | Load,luggage | baggage | load,noun,7000.0,3.0,3
2244,自立,じりつ,自:じ | 立:りつ,Independence | Self Reliance | Autonomy,independence | self Reliance | autonomy,noun | の adjective | verbal noun,,,2
2246,直前,ちょくぜん,直:ちょく | 前:ぜん,Just Before | Immediately Prior To,just Before | immediately Prior To,noun | adverb,,,2
2247,開く,あく,開:あ | く,To Open | To Be Open,open | be Open,intransitive verb | godan verb,1000.0,,3
2248,既存,きそん,,Existing,existing,noun | の adjective,,,9
2251,相変わらず,あいかわらず,相:あい | 変:か | わらず,As Usual | As Ever | The Same | As Before,as Usual | as Ever | the Same | as Before,adverb | noun,,,4
2252,本気,ほんき,本:ほん | 気:き,Serious | Seriousness,serious | seriousness,noun | な adjective | の adjective,,,1
2255,地下,ちか,地:ち | 下:か,Underground | Basement | Cellar,underground | basement | cellar,noun | の adjective,,,2
2256,慎重,しんちょう,,Discreet | Careful,discreet | careful,noun | な adjective,,,9
2258,学問,がくもん,学:がく | 問:もん,Schooling | Study | Learning | Scholarship,schooling | study | learning | scholarship,noun | verbal noun,,,3
2259,髪,かみ,,Hair | Head Hair | Hair On Your Head,hair | head Hair | hair On Your Head,noun,,,9
2262,為替,かわせ,,Currency Exchange,currency Exchange,noun,,,9
2263,劇,げき,劇:げき,Drama | Play | Show,drama | play | show,noun,,,6
2266,忙しい,いそがしい,,Busy,busy,い adjective,,,9
2268,丁寧,ていねい,,Polite | Courteous,polite | courteous,noun | な adjective,7000.0,9.0,9
2271,探す,さがす,探:さが | す,To Look For | To Search For,look For | search For,transitive verb | godan verb,,,6
2273,袋,ふくろ,,Sack | Bag,sack | bag,noun,,,9
2274,歯,は,歯:は,Tooth | Teeth,tooth | teeth,noun,7000.0,,3
2277,塩,しお,塩:しお,Salt,salt,noun,,,4
2278,休日,きゅうじつ,休:きゅう | 日:じつ,Holiday,holiday,noun,7000.0,1.0,1
2280,解析,かいせき,,Analysis,analysis,noun | verbal noun,,,9
2282,上司,じょうし,上:じょう | 司:し,Boss | Superior,boss | superior,noun,,,4
2286,周年,しゅうねん,周:しゅう | 年:ねん,Anniversary,anniversary,noun | suffix,,,4
2287,寒い,さむい,寒:さむ | い,Cold,cold,い adjective,3000.0,,3
2291,兄弟,きょうだい,兄:きょう | 弟:だい,Brothers | Siblings,brothers | siblings,noun,,,2
2293,辺り,あたり,辺:あた | り,Area | Vicinity | Neighborhood,area | vicinity | neighborhood,noun,,,4
2295,素直,すなお,素:す | 直:なお,Honest | Upfront | Obedient,honest | upfront | obedient,な adjective,,,5
2297,待つ,まつ,待:ま | つ,To Wait,wait,intransitive verb | transitive verb | godan verb,1000.0,,3
2298,大衆,たいしゅう,大:たい | 衆:しゅう,General Public,general Public,noun | の adjective,,,6
2300,不正,ふせい,不:ふ | 正:せい,Injustice | Dishonest | Unauthorized,injustice | dishonest | unauthorized,noun | な adjective,,,4
2301,勢力,せいりょく,勢:せい | 力:りょく,Influence | Force,influence | force,noun,,,5
2302,議長,ぎちょう,議:ぎ | 長:ちょう,Chairman | Chairperson | Speaker,chairman | chairperson | speaker,noun,,,4
2303,報酬,ほうしゅう,,Reward | Compensation,reward | compensation,noun,,,9
2305,丸,まる,丸:まる,Circle | Round | Circular,circle | round | circular,noun,7000.0,,2
2309,変換,へんかん,,Conversion | Change,conversion | change,noun | verbal noun,,,9
2310,連邦,れんぽう,,Commonwealth | Federation,commonwealth | federation,noun | の adjective,,,9
2311,衝撃,しょうげき,,Shock | Crash | Impact,shock | crash | impact,noun | verbal noun,,,9
2312,今朝,けさ,,This Morning,this Morning,noun,7000.0,2.0,2
2317,搭載,とうさい,,Built In | Equipped With,built In | equipped With,noun | verbal noun,,,9
2320,縁,ふち,,Edge | Rim | Brim,edge | rim | brim,noun,,,9
2321,人数,にんずう,人:にん | 数:ずう,The Number Of People | The Amount Of People,the Number Of People | the Amount Of People,noun,,,2
2323,政党,せいとう,政:せい | 党:とう,Political Party,political Party,noun | の adjective,,,6
2324,来週,らいしゅう,来:らい | 週:しゅう,Next Week,next Week,noun,7000.0,2.0,2
2328,骨,ほね,,Bone,bone,noun,,,9
2329,塾,じゅく,,Cram School | Coaching School | Juku,cram School | coaching School | juku,noun,,,9
2330,我慢,がまん,,Endurance | Perseverance | Tolerance | Patience | Self Control,endurance | perseverance | tolerance | patience | self Control,noun | verbal noun,,,9
2331,一生,いっしょう,一:いっ | 生:しょう,Whole Life | All Through Life | Lifelong,whole Life | all Through Life | lifelong,noun | の adjective,,,1
2332,原作,げんさく,原:げん | 作:さく,Original Work,original Work,noun | の adjective,,,2
2333,底,そこ,底:そこ,Bottom,bottom,noun,,,4
2334,仮に,かりに,仮:かり | に,Supposing | If,supposing | if,adverb,,,5
2336,強力,きょうりょく,強:きょう | 力:りょく,Strong | Strength | Powerful,strong | strength | powerful,noun | な adjective,,,2
2345,細かい,こまかい,細:こま | かい,Detailed | Fine | Small | Trivial,detailed | fine | small | trivial,い adjective,3000.0,,2
2346,免許,めんきょ,,License | Certificate | Permit,license | certificate | permit,noun | verbal noun,,,9
2347,伴う,ともなう,,To Accompany | To Be Accompanied By | To Go Hand In Hand With,accompany | be Accompanied By | go Hand In Hand With,intransitive verb | transitive verb | godan verb,,,9
2349,港,みなと,港:みなと,Harbor | Port,harbor | port,noun,7000.0,,3
2352,実力,じつりょく,実:じつ | 力:りょく,True Strength | True Ability | True Power,true Strength | true Ability | true Power,noun,,,3
2353,恋人,こいびと,,Lover | Significant Other | Boyfriend | Girlfriend,lover | significant Other | boyfriend | girlfriend,noun,,,9
2356,住所,じゅうしょ,住:じゅう | 所:しょ,Address,address,noun,7000.0,3.0,3
2357,歓迎,かんげい,,Welcome | Welcoming,welcome | welcoming,noun | verbal noun | の adjective,,,9
2367,田舎,いなか,,Countryside | Rural,countryside | rural,noun | の adjective,,,5
2369,激しい,はげしい,激:はげ | しい,Intense | Violent | Fierce,intense | violent | fierce,い adjective,,,6
2370,鍵,かぎ,,Key | Lock,key | lock,noun,,,9
2371,勿論,もちろん,,Of Course | Needless To Say,of Course | needless To Say,adverb,,,9
2373,乗る,のる,乗:の | る,To Ride | To Get On | To Board,ride | get On | board,intransitive verb | godan verb,1000.0,,3
2377,倫理,りんり,,Ethics | Morals,ethics | morals,noun | の adjective,,,9
2378,中古,ちゅうこ,中:ちゅう | 古:こ,Secondhand | Used,secondhand | used,noun | の adjective,7000.0,2.0,2
2379,卵,たまご,卵:たまご,Egg,egg,noun,,,6
2380,朝日,あさひ,朝:あさ | 日:ひ,Morning Sun | Rising Sun,morning Sun | rising Sun,noun,,,2
2381,高級,こうきゅう,高:こう | 級:きゅう,High-Class | High Grade | High Level,high-Class | high Grade | high Level,noun | な adjective | の adjective,,,3
2382,辞書,じしょ,辞:じ | 書:しょ,Dictionary,dictionary,noun,,,4
